-----------------------------------------------------------------------
NEUTRAL-NEUTRAL and NEUTRAL-ION interactions
-----------------------------------------------------------------------
 Fit coefficients for the reduced collision integrals and ratios:
 -Q11IJ = pi *sigmaIJ**2 *omegastar11IJ, AstarIJ, BstarIJ and CstarIJ.
 Formula of the type:
 -Q11IJ = 1.D-20 *EXP( C1*lnT**3 +C2*lnT**2 +C3*lnT +C4 ) in m^2
 -AstarIJ  = EXP(C1*lnT**3 +C2*lnT**2 +C3*lnT +C4)
 -BstarIJ  = EXP(C1*lnT**3 +C2*lnT**2 +C3*lnT +C4)
 -CstarIJ  = EXP(C1*lnT**3 +C2*lnT**2 +C3*lnT +C4)

ATTENTION, the present data are: Q11IJ, Q22IJ, BstarIJ, 0.D0

   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C2H3.
  -0.1542682E-01   0.3757237E+00  -0.3456556E+01   0.1483958E+02
  -0.1842768E-01   0.4439897E+00  -0.3959109E+01   0.1613608E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C2H4.
  -0.1585116E-01   0.3911890E+00  -0.3626113E+01   0.1541403E+02
  -0.1882569E-01   0.4598903E+00  -0.4140163E+01   0.1675914E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C2H5.
  -0.1562184E-01   0.3837149E+00  -0.3549108E+01   0.1523414E+02
  -0.1864550E-01   0.4531106E+00  -0.4065009E+01   0.1657554E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-HCCOH.
  -0.1543590E-01   0.3912676E+00  -0.3715444E+01   0.1594687E+02
  -0.1774118E-01   0.4467570E+00  -0.4146296E+01   0.1712593E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C2H2.
  -0.1542682E-01   0.3757237E+00  -0.3456556E+01   0.1483958E+02
  -0.1842768E-01   0.4439897E+00  -0.3959109E+01   0.1613608E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C3H3.
  -0.1562222E-01   0.3837028E+00  -0.3548825E+01   0.1534323E+02
  -0.1864601E-01   0.4530975E+00  -0.4064689E+01   0.1668445E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-P-C3H4.
  -0.1594523E-01   0.3961131E+00  -0.3689338E+01   0.1574554E+02
  -0.1879758E-01   0.4626477E+00  -0.4191984E+01   0.1707446E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A-C3H4.
  -0.1594523E-01   0.3961131E+00  -0.3689338E+01   0.1574554E+02
  -0.1879758E-01   0.4626477E+00  -0.4191984E+01   0.1707446E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-N-C4H3.
  -0.1592182E-01   0.3976094E+00  -0.3719545E+01   0.1609684E+02
  -0.1862555E-01   0.4612018E+00  -0.4203577E+01   0.1738833E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-I-C4H3.
  -0.1592182E-01   0.3976094E+00  -0.3719545E+01   0.1609684E+02
  -0.1862555E-01   0.4612018E+00  -0.4203577E+01   0.1738833E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A-C3H5.
  -0.1565533E-01   0.3850816E+00  -0.3564940E+01   0.1542436E+02
  -0.1867069E-01   0.4543996E+00  -0.4081142E+01   0.1676867E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C4H4.
  -0.1592182E-01   0.3976094E+00  -0.3719545E+01   0.1609684E+02
  -0.1862555E-01   0.4612018E+00  -0.4203577E+01   0.1738833E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C3H2.
  -0.1542682E-01   0.3757237E+00  -0.3456556E+01   0.1483958E+02
  -0.1842768E-01   0.4439897E+00  -0.3959109E+01   0.1613608E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C4H2.
  -0.1592182E-01   0.3976094E+00  -0.3719545E+01   0.1609684E+02
  -0.1862555E-01   0.4612018E+00  -0.4203577E+01   0.1738833E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C4H3.
  -0.1592182E-01   0.3976094E+00  -0.3719545E+01   0.1609684E+02
  -0.1862555E-01   0.4612018E+00  -0.4203577E+01   0.1738833E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C6H2.
  -0.1566871E-01   0.3949847E+00  -0.3728749E+01   0.1622433E+02
  -0.1812009E-01   0.4534719E+00  -0.4179511E+01   0.1744613E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C5H6.
  -0.1566871E-01   0.3949847E+00  -0.3728749E+01   0.1622433E+02
  -0.1812009E-01   0.4534719E+00  -0.4179511E+01   0.1744613E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C6H6.
  -0.1513327E-01   0.3861629E+00  -0.3693537E+01   0.1625126E+02
  -0.1724538E-01   0.4376233E+00  -0.4097047E+01   0.1736997E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C6H5.
  -0.1564565E-01   0.3947048E+00  -0.3728919E+01   0.1626564E+02
  -0.1807486E-01   0.4527387E+00  -0.4176683E+01   0.1748104E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C6H5OH.
  -0.1526462E-01   0.3881394E+00  -0.3699024E+01   0.1629171E+02
  -0.1749671E-01   0.4421205E+00  -0.4119805E+01   0.1744901E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A2C2HB.
  -0.1263537E-01   0.3394191E+00  -0.3436507E+01   0.1619961E+02
  -0.1322200E-01   0.3582976E+00  -0.3612275E+01   0.1679726E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A2C2HBY.
  -0.1263537E-01   0.3394191E+00  -0.3436507E+01   0.1619961E+02
  -0.1322200E-01   0.3582976E+00  -0.3612275E+01   0.1679726E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-HCCCHO.
  -0.1534716E-01   0.3896533E+00  -0.3707037E+01   0.1597728E+02
  -0.1761455E-01   0.4443622E+00  -0.4132680E+01   0.1714509E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C5H4CH2.
  -0.1513327E-01   0.3861629E+00  -0.3693537E+01   0.1625126E+02
  -0.1724538E-01   0.4376233E+00  -0.4097047E+01   0.1736997E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A1CH3.
  -0.1495536E-01   0.3834769E+00  -0.3686064E+01   0.1637466E+02
  -0.1688324E-01   0.4310413E+00  -0.4062664E+01   0.1743263E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A1C2H.
  -0.1459251E-01   0.3771878E+00  -0.3657149E+01   0.1637514E+02
  -0.1624847E-01   0.4189867E+00  -0.3993797E+01   0.1734262E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A1C2HY.
  -0.1459251E-01   0.3771878E+00  -0.3657149E+01   0.1637514E+02
  -0.1624847E-01   0.4189867E+00  -0.3993797E+01   0.1734262E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A2R5.
  -0.1263537E-01   0.3394191E+00  -0.3436507E+01   0.1619961E+02
  -0.1322200E-01   0.3582976E+00  -0.3612275E+01   0.1679726E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A2R5X.
  -0.1263537E-01   0.3394191E+00  -0.3436507E+01   0.1619961E+02
  -0.1322200E-01   0.3582976E+00  -0.3612275E+01   0.1679726E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A2R5C2H.
  -0.1177200E-01   0.3226171E+00  -0.3337189E+01   0.1613728E+02
  -0.1175320E-01   0.3283306E+00  -0.3418929E+01   0.1651435E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A2R5C2HX.
  -0.1177200E-01   0.3226171E+00  -0.3337189E+01   0.1613728E+02
  -0.1175320E-01   0.3283306E+00  -0.3418929E+01   0.1651435E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A1C2H2.
  -0.1341278E-01   0.3546143E+00  -0.3527253E+01   0.1628535E+02
  -0.1445006E-01   0.3832112E+00  -0.3771746E+01   0.1704238E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-O-C6H4.
  -0.1564565E-01   0.3947048E+00  -0.3728919E+01   0.1626564E+02
  -0.1807486E-01   0.4527387E+00  -0.4176683E+01   0.1748104E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-C-C6H5O.
  -0.1526462E-01   0.3881394E+00  -0.3699024E+01   0.1629171E+02
  -0.1749671E-01   0.4421205E+00  -0.4119805E+01   0.1744901E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-OA1CH3.
  -0.1495536E-01   0.3834769E+00  -0.3686064E+01   0.1637466E+02
  -0.1688324E-01   0.4310413E+00  -0.4062664E+01   0.1743263E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-HOA1CH3.
  -0.1495536E-01   0.3834769E+00  -0.3686064E+01   0.1637466E+02
  -0.1688324E-01   0.4310413E+00  -0.4062664E+01   0.1743263E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO2-A1CH2.
  -0.1495536E-01   0.3834769E+00  -0.3686064E+01   0.1637466E+02
  -0.1688324E-01   0.4310413E+00  -0.4062664E+01   0.1743263E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-CO.
  -0.7131719E-02   0.1691432E+00  -0.1737221E+01   0.9779900E+01
  -0.7804662E-02   0.1829689E+00  -0.1819236E+01   0.1001323E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-HCO.
  -0.1526767E-01   0.3713068E+00  -0.3416027E+01   0.1454804E+02
  -0.1825099E-01   0.4390401E+00  -0.3913518E+01   0.1582944E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C.
  -0.5801664E-02   0.1374563E+00  -0.1485134E+01   0.8987046E+01
  -0.6100342E-02   0.1429518E+00  -0.1506134E+01   0.9075180E+01
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-CH.
  -0.6290951E-02   0.1492938E+00  -0.1580424E+01   0.9086647E+01
  -0.6731988E-02   0.1579379E+00  -0.1624348E+01   0.9229048E+01
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-T-CH2.
  -0.9674475E-02   0.2284183E+00  -0.2198702E+01   0.1105063E+02
  -0.1088593E-01   0.2544214E+00  -0.2371482E+01   0.1150466E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-CH3.
  -0.9674475E-02   0.2284183E+00  -0.2198702E+01   0.1105063E+02
  -0.1088593E-01   0.2544214E+00  -0.2371482E+01   0.1150466E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-CH2O.
  -0.1526767E-01   0.3713068E+00  -0.3416027E+01   0.1454804E+02
  -0.1825099E-01   0.4390401E+00  -0.3913518E+01   0.1582944E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-HCCO.
  -0.9813570E-02   0.2319822E+00  -0.2229022E+01   0.1075594E+02
  -0.1109117E-01   0.2594802E+00  -0.2412954E+01   0.1123718E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C2H.
  -0.1159440E-01   0.2753856E+00  -0.2582258E+01   0.1220410E+02
  -0.1342787E-01   0.3155847E+00  -0.2862004E+01   0.1292197E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-CH2CO.
  -0.1476869E-01   0.3577529E+00  -0.3293837E+01   0.1427424E+02
  -0.1765152E-01   0.4228467E+00  -0.3768692E+01   0.1549288E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C2H2.
  -0.1227410E-01   0.2918926E+00  -0.2716054E+01   0.1255680E+02
  -0.1429289E-01   0.3363629E+00  -0.3028326E+01   0.1335587E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-P-CH2.
  -0.9674475E-02   0.2284183E+00  -0.2198702E+01   0.1105063E+02
  -0.1088593E-01   0.2544214E+00  -0.2371482E+01   0.1150466E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-CH4.
  -0.9597458E-02   0.2265212E+00  -0.2183115E+01   0.1099196E+02
  -0.1078021E-01   0.2518753E+00  -0.2351055E+01   0.1143419E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C2H3.
  -0.1159440E-01   0.2753856E+00  -0.2582258E+01   0.1220410E+02
  -0.1342787E-01   0.3155847E+00  -0.2862004E+01   0.1292197E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C2H4.
  -0.1305625E-01   0.3121090E+00  -0.2889972E+01   0.1305349E+02
  -0.1538332E-01   0.3637671E+00  -0.3257615E+01   0.1399233E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C2H5.
  -0.1265427E-01   0.3015864E+00  -0.2798381E+01   0.1286509E+02
  -0.1481620E-01   0.3493750E+00  -0.3136072E+01   0.1372799E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-HCCOH.
  -0.1476869E-01   0.3577529E+00  -0.3293837E+01   0.1427424E+02
  -0.1765152E-01   0.4228467E+00  -0.3768692E+01   0.1549288E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C2H2.
  -0.1159440E-01   0.2753856E+00  -0.2582258E+01   0.1220410E+02
  -0.1342787E-01   0.3155847E+00  -0.2862004E+01   0.1292197E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C3H3.
  -0.1264829E-01   0.3014356E+00  -0.2797114E+01   0.1297345E+02
  -0.1480821E-01   0.3491776E+00  -0.3134447E+01   0.1383544E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-P-C3H4.
  -0.1385217E-01   0.3321793E+00  -0.3058772E+01   0.1362037E+02
  -0.1640252E-01   0.3891095E+00  -0.3467551E+01   0.1466438E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-A-C3H4.
  -0.1385217E-01   0.3321793E+00  -0.3058772E+01   0.1362037E+02
  -0.1640252E-01   0.3891095E+00  -0.3467551E+01   0.1466438E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-N-C4H3.
  -0.1429401E-01   0.3436187E+00  -0.3157459E+01   0.1412387E+02
  -0.1697040E-01   0.4035828E+00  -0.3590344E+01   0.1523056E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-I-C4H3.
  -0.1429401E-01   0.3436187E+00  -0.3157459E+01   0.1412387E+02
  -0.1697040E-01   0.4035828E+00  -0.3590344E+01   0.1523056E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-A-C3H5.
  -0.1280564E-01   0.3053854E+00  -0.2830194E+01   0.1308960E+02
  -0.1501674E-01   0.3543204E+00  -0.3176716E+01   0.1397479E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C4H4.
  -0.1429401E-01   0.3436187E+00  -0.3157459E+01   0.1412387E+02
  -0.1697040E-01   0.4035828E+00  -0.3590344E+01   0.1523056E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C3H2.
  -0.1159440E-01   0.2753856E+00  -0.2582258E+01   0.1220410E+02
  -0.1342787E-01   0.3155847E+00  -0.2862004E+01   0.1292197E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C4H2.
  -0.1429401E-01   0.3436187E+00  -0.3157459E+01   0.1412387E+02
  -0.1697040E-01   0.4035828E+00  -0.3590344E+01   0.1523056E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C4H3.
  -0.1429401E-01   0.3436187E+00  -0.3157459E+01   0.1412387E+02
  -0.1697040E-01   0.4035828E+00  -0.3590344E+01   0.1523056E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C6H2.
  -0.1464233E-01   0.3536423E+00  -0.3251814E+01   0.1443052E+02
  -0.1746602E-01   0.4172309E+00  -0.3714092E+01   0.1561501E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C5H6.
  -0.1464233E-01   0.3536423E+00  -0.3251814E+01   0.1443052E+02
  -0.1746602E-01   0.4172309E+00  -0.3714092E+01   0.1561501E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C6H6.
  -0.1506395E-01   0.3656238E+00  -0.3363646E+01   0.1479192E+02
  -0.1800548E-01   0.4322355E+00  -0.3851354E+01   0.1604583E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C6H5.
  -0.1465977E-01   0.3542428E+00  -0.3258158E+01   0.1448599E+02
  -0.1749347E-01   0.4180841E+00  -0.3722535E+01   0.1567615E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C6H5OH.
  -0.1488653E-01   0.3609559E+00  -0.3322700E+01   0.1472894E+02
  -0.1779543E-01   0.4267222E+00  -0.3803236E+01   0.1596314E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-A2C2HB.
  -0.1583981E-01   0.3907708E+00  -0.3621484E+01   0.1593510E+02
  -0.1881948E-01   0.4595573E+00  -0.4135921E+01   0.1728054E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-A2C2HBY.
  -0.1583981E-01   0.3907708E+00  -0.3621484E+01   0.1593510E+02
  -0.1881948E-01   0.4595573E+00  -0.4135921E+01   0.1728054E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-HCCCHO.
  -0.1481314E-01   0.3590372E+00  -0.3305981E+01   0.1435223E+02
  -0.1770891E-01   0.4244662E+00  -0.3783676E+01   0.1557867E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-C5H4CH2.
  -0.1506395E-01   0.3656238E+00  -0.3363646E+01   0.1479192E+02
  -0.1800548E-01   0.4322355E+00  -0.3851354E+01   0.1604583E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CO-A1CH3.
  -0.1525944E-01   0.3710151E+00  -0.3412885E+01   0.1504416E+02
  -0.1823974E-01   0.4386638E+00  -0.3909611E+01   0.1632335E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
