 100
 8836 -0.868249E+01
26508 -0.468715E+01
43060  0.189974E+01
 9212 -0.835784E+01
26884 -0.432698E+01
39606  0.188274E+01
10528 -0.791110E+01
28200 -0.366710E+01
35032  0.199530E+01
12596 -0.733038E+01
30268 -0.275322E+01
28788  0.194324E+01
15604 -0.652755E+01
33276 -0.149935E+01
21604  0.137426E+01
19364 -0.546144E+01
37036  0.438996E-01
13428 -0.160205E+01
23876 -0.406347E+01
34436  0.125015E+01
11468 -0.646712E+01
29140 -0.227941E+01
23812  0.132621E+01
17484 -0.515672E+01
35156 -0.100368E+00
12814 -0.178266E+01
24064 -0.334619E+01
29100  0.116580E+01
13724 -0.538351E+01
31396 -0.983387E+00
16086 -0.634872E-01
21808 -0.349404E+01
29140  0.897972E+00
12972 -0.503283E+01
30644 -0.856367E+00
14590 -0.571576E+00
22560 -0.289047E+01
25184  0.866390E+00
15040 -0.424543E+01
32712  0.979155E-01
 9616 -0.387226E+01
25944 -0.164179E+01
17656  0.314191E+00
19928 -0.288233E+01
24208  0.594325E+00
14664 -0.366217E+01
29780  0.235628E+00
 9964 -0.408955E+01
27636 -0.679324E+00
12286 -0.121490E+01
23688 -0.147838E+01
15940  0.197655E-01
20492 -0.199758E+01
18466  0.307240E+00
18048 -0.228721E+01
19960  0.318792E+00
16356 -0.239581E+01
20518  0.264070E+00
15416 -0.236153E+01
20236  0.211152E+00
15228 -0.220859E+01
19508  0.211598E+00
15604 -0.197501E+01
17988  0.162795E+00
16732 -0.163082E+01
15892  0.479435E-01
18612 -0.116461E+01
13316 -0.275769E+00
21244 -0.562364E+00
10186 -0.124442E+01
20196 -0.123986E+00
11468 -0.166646E+01
15938 -0.196604E-01
16544 -0.891558E+00
11608 -0.450765E+00
18394 -0.163299E+00
11280 -0.122863E+01
13456 -0.102585E+00
18036 -0.266851E+00
 9212 -0.112504E+01
12884 -0.121067E+00
15806 -0.226058E+00
10528 -0.761668E+00
10908 -0.234406E+00
12676 -0.143091E+00
13764 -0.210302E+00
 9964 -0.466577E+00
 9618 -0.256496E+00
10096 -0.152473E+00
10084 -0.136930E+00
 9657 -0.133390E+00
 9129 -0.129373E+00
 8531 -0.118741E+00
 8013 -0.102569E+00
 7665 -0.812813E-01
 7833 -0.199886E-01
 5019 -0.536459E-01
 5587 -0.134773E-01
 3891 -0.137006E-01
 2385 -0.164877E-02
