1  1.038553e-15  1.094192e+00  9.933797e+04 
2  6.559713e-20  2.048575e+00  4.393638e+04 
3  2.403041e-16  1.357959e+00  -3.379246e+03 
4  8.229008e-14  6.740581e-01  9.882236e+04 
5  1.755088e-19  1.957644e+00  4.128230e+04 
6  2.955916e-16  1.344359e+00  -3.336621e+03 
7  1.166194e-11  2.447111e-01  1.032213e+05 
8  1.042753e-19  2.009481e+00  3.373833e+04 
9  9.990947e-16  1.239863e+00  -3.091774e+03 
10  3.562793e-14  7.906272e-01  8.802276e+04 
11  8.400324e-19  1.835107e+00  2.963154e+04 
12  2.313541e-15  1.168554e+00  -1.710190e+03 
13  3.890917e-17  1.420966e+00  6.959255e+04 
14  3.897111e-18  1.705367e+00  1.941828e+04 
15  1.190818e-14  1.026743e+00  -5.717808e+02 
16  1.244234e-17  1.550808e+00  5.684534e+04 
17  4.483261e-17  1.494349e+00  5.911255e+03 
18  2.613685e-13  7.290088e-01  -5.816176e+02 
19  9.287355e-20  2.031331e+00  3.684423e+04 
20  1.284185e-15  1.211655e+00  -2.169783e+03 
21  2.749199e-17  1.476750e+00  7.297562e+04 
22  9.830269e-19  1.828769e+00  2.161044e+04 
23  1.285292e-14  1.017293e+00  -5.020635e+02 
24  7.486524e-19  1.830379e+00  5.291400e+04 
25  8.196505e-17  1.443447e+00  4.181556e+03 
26  2.847437e-13  7.261653e-01  -1.086531e+03 
27  6.773405e-20  2.069612e+00  2.747718e+04 
28  6.163193e-15  1.080985e+00  -1.127106e+03 
29  6.592323e-18  1.623440e+00  6.017874e+04 
30  3.813986e-17  1.501968e+00  9.854505e+03 
31  9.634260e-14  8.395351e-01  -4.904855e+02 
32  2.315909e-18  1.737119e+00  3.286776e+04 
33  4.799708e-15  1.101905e+00  -1.334624e+03 
34  2.275196e-16  1.290321e+00  5.992131e+04 
35  7.799938e-17  1.443116e+00  7.993929e+03 
36  1.102919e-13  8.224651e-01  -4.575309e+02 
37  8.956112e-19  1.834534e+00  2.396104e+04 
38  1.068438e-14  1.039082e+00  -1.264190e+03 
39  6.615500e-18  1.642326e+00  4.597880e+04 
40  5.207086e-16  1.293394e+00  -1.254350e+03 
41  2.841655e-13  6.499437e-01  -2.404811e+03 
42  2.441463e-17  1.545100e+00  1.345958e+04 
43  4.266273e-14  9.196359e-01  -7.363276e+02 
44  5.153404e-19  1.896295e+00  2.352247e+04 
45  7.438142e-15  1.072951e+00  -1.247571e+03 
46  2.884281e-18  1.735662e+00  3.783583e+04 
47  3.821987e-15  1.123962e+00  -2.082284e+03 
48  3.554664e-17  1.489579e+00  4.684603e+04 
49  1.618390e-16  1.395777e+00  3.578625e+03 
50  2.598404e-13  7.383308e-01  -1.136892e+03 
51  5.280548e-17  1.486208e+00  1.065076e+04 
52  6.096434e-14  8.918896e-01  -9.773518e+02 
53  1.437378e-17  1.600951e+00  1.555447e+04 
54  3.506603e-14  9.437355e-01  -5.191157e+02 
55  3.424224e-17  1.517525e+00  2.031981e+04 
56  2.414000e-14  9.746008e-01  -7.419325e+02 
57  1.861914e-17  1.576071e+00  2.172789e+04 
58  1.627702e-14  1.011979e+00  -9.265063e+02 
59  1.825864e-17  1.585245e+00  2.144785e+04 
60  1.916686e-14  9.984263e-01  -6.495159e+02 
61  1.743041e-17  1.594339e+00  1.929198e+04 
62  3.678700e-14  9.441180e-01  -5.396700e+02 
63  7.186787e-17  1.464098e+00  1.752750e+04 
64  4.191689e-14  9.354196e-01  -7.144010e+02 
65  2.532086e-16  1.357650e+00  1.420792e+04 
66  7.653346e-14  8.819896e-01  -3.590975e+02 
67  7.717761e-16  1.265410e+00  9.212749e+03 
68  1.176394e-13  8.421986e-01  -7.102065e+02 
69  2.987952e-15  1.159139e+00  2.970306e+03 
70  2.799314e-14  9.405480e-01  -2.592161e+03 
71  1.522575e-14  1.027613e+00  -4.864445e+02 
72  1.101080e-15  1.236598e+00  1.826623e+04 
73  3.818065e-14  9.527339e-01  -3.670797e+02 
74  2.570263e-15  1.173200e+00  7.445053e+03 
75  5.374696e-14  9.162886e-01  -1.601760e+03 
76  3.190273e-14  9.677678e-01  -2.260994e+02 
77  4.901369e-15  1.116176e+00  1.371950e+04 
78  9.930326e-14  8.739008e-01  -1.521442e+02 
79  3.997916e-14  9.500065e-01  4.408468e+02 
80  2.386940e-14  9.755798e-01  1.447440e+04 
81  1.920701e-13  8.174278e-01  8.057668e+02 
82  1.036193e-13  8.700399e-01  1.096925e+03 
83  4.560099e-14  9.281148e-01  9.497774e+03 
84  2.513216e-13  7.955450e-01  6.941592e+02 
85  2.705162e-13  7.910296e-01  1.556321e+03 
86  3.144346e-13  7.756777e-01  1.704151e+03 
87  2.742110e-13  7.768376e-01  6.641972e+03 
88  4.038698e-13  7.558942e-01  1.280303e+03 
89  7.377706e-13  7.060971e-01  1.794970e+03 
90  1.096307e-12  6.711765e-01  1.903440e+03 
91  1.239091e-12  6.621724e-01  1.924655e+03 
92  1.626192e-12  6.395840e-01  2.192030e+03 
93  1.860384e-12  6.319394e-01  2.239726e+03 
94  2.662487e-12  6.022668e-01  2.235480e+03 
95  3.838132e-12  5.721714e-01  2.394720e+03 
96  5.643922e-12  5.488971e-01  1.466944e+03 
97  4.998614e-12  5.585586e-01  1.290256e+03 
98  9.504049e-12  5.119856e-01  1.088900e+03 
99  9.920846e-12  5.156937e-01  4.514765e+02 
100  2.256955e-11  4.625031e-01  1.434628e+02 
