1 2  1.166862e-14  4.748273e-01  8.837287e+03 
1 3  4.530884e-19  8.783495e-01  6.090748e+04 
1 4  2.519941e-13  2.235733e-01  1.921679e+04 
1 5  2.969919e-16  7.146705e-01  2.286728e+04 
1 6  1.173279e-28  2.823487e+00  5.546491e+03 
1 7  1.602647e-14  4.038500e-01  2.454191e+04 
1 8  5.236857e-16  6.129785e-01  3.802874e+04 
1 9  2.190506e-23  1.806513e+00  1.384867e+04 
1 10  1.332910e-15  5.920411e-01  2.539802e+04 
1 11  1.407088e-17  9.262701e-01  4.452924e+04 
1 12  3.997260e-17  5.402755e-01  2.633033e+04 
1 13  1.393608e-17  9.859759e-01  2.398183e+04 
1 14  3.270602e-15  3.976716e-01  6.408797e+04 
1 15  2.878131e-18  9.136804e-01  2.046414e+04 
1 16  9.193418e-20  1.434949e+00  2.395729e+04 
1 17  5.785564e-17  7.215830e-01  7.084600e+04 
1 18  2.152089e-18  1.045987e+00  2.162774e+04 
1 19  6.722933e-20  1.422153e+00  3.184573e+04 
1 20  2.202100e-33  4.151655e+00  2.308858e+04 
1 21  2.512448e-18  1.109026e+00  2.722473e+04 
1 22  9.487707e-18  9.379410e-01  5.279748e+04 
1 23  3.972400e-18  7.847034e-01  2.778287e+04 
1 24  1.365406e-19  1.348705e+00  2.754886e+04 
1 25  2.999155e-17  7.779804e-01  7.431666e+04 
1 26  1.553780e-18  1.059143e+00  2.704347e+04 
1 27  4.252041e-19  1.227041e+00  4.007541e+04 
1 28  1.021338e-32  3.967661e+00  6.043570e+03 
1 29  1.366522e-18  1.124722e+00  2.975579e+04 
1 30  2.646657e-19  1.221489e+00  5.884910e+04 
1 31  2.033124e-17  7.350270e-01  3.084885e+04 
1 32  2.121837e-18  1.059677e+00  4.325878e+04 
1 33  2.378572e-39  5.434367e+00  -3.979373e+03 
1 34  1.698719e-18  1.086056e+00  3.424573e+04 
1 35  5.274015e-20  1.390409e+00  6.191236e+04 
1 36  2.760449e-16  4.899244e-01  3.911325e+04 
1 37  1.255297e-16  6.767487e-01  5.558644e+04 
1 38  2.369018e-28  2.990245e+00  1.891543e+04 
1 39  3.982594e-18  9.984680e-01  4.290612e+04 
1 40  1.420677e-18  1.045694e+00  7.588655e+04 
1 41  2.842491e-18  1.015456e+00  4.025102e+04 
1 42  1.213572e-19  1.301986e+00  5.598235e+04 
1 43  6.595799e-18  7.760458e-01  4.154098e+04 
1 44  1.012669e-18  1.119678e+00  5.079764e+04 
1 45  5.649155e-30  3.390089e+00  2.357430e+04 
1 46  5.155236e-16  5.225619e-01  5.468517e+04 
1 47  1.983118e-13  -7.839134e-02  9.158564e+04 
1 48  2.598235e-16  5.775769e-01  4.839117e+04 
1 49  4.012545e-17  7.218789e-01  7.422047e+04 
1 50  1.459205e-17  7.756563e-01  4.369921e+04 
1 51  7.164263e-18  8.998660e-01  6.281392e+04 
1 52  2.301948e-17  6.581333e-01  4.675568e+04 
1 53  1.135920e-17  8.771040e-01  6.416513e+04 
1 54  1.867848e-17  6.404563e-01  5.092438e+04 
1 55  9.331504e-21  1.546029e+00  5.439956e+04 
1 56  1.851655e-22  1.741339e+00  4.687749e+04 
1 57  1.136230e-22  1.940663e+00  4.522097e+04 
1 58  8.091781e-24  1.996941e+00  4.292611e+04 
1 59  8.483148e-19  1.128968e+00  6.214925e+04 
1 60  2.155609e-29  3.274889e+00  3.387843e+04 
1 61  6.548009e-17  6.902493e-01  6.751308e+04 
1 62  1.232290e-17  7.655858e-01  7.018506e+04 
1 63  1.208519e-18  1.091696e+00  6.326957e+04 
1 64  1.142345e-20  1.329457e+00  5.606479e+04 
1 65  2.655734e-17  7.774598e-01  7.030210e+04 
1 66  3.446106e-22  1.732801e+00  5.407621e+04 
1 67  1.938470e-17  7.746764e-01  6.915117e+04 
1 68  5.180967e-15  1.786736e-01  7.521156e+04 
1 69  8.514874e-16  4.370851e-01  9.241405e+04 
1 70  4.245266e-18  8.431729e-01  5.774203e+04 
1 71  1.725255e-18  9.806194e-01  7.957132e+04 
1 72  1.303173e-20  1.474880e+00  6.128500e+04 
1 73  5.885703e-21  1.462754e+00  7.198210e+04 
1 74  1.179105e-16  6.252525e-01  8.228622e+04 
1 75  5.661416e-23  1.950514e+00  6.285722e+04 
1 76  9.813023e-15  1.823609e-01  9.546165e+04 
1 77  8.271429e-19  1.088192e+00  7.076070e+04 
1 78  1.175190e-20  1.416305e+00  7.325948e+04 
1 79  1.013128e-15  3.921280e-01  9.247815e+04 
1 80  1.864170e-17  8.134292e-01  7.858566e+04 
1 81  1.923087e-16  4.637077e-01  8.397542e+04 
1 82  5.091465e-14  5.676487e-03  8.858134e+04 
1 83  8.822770e-13  -2.084142e-01  9.728986e+04 
1 84  6.453306e-13  -2.314613e-01  9.738084e+04 
1 85  2.987270e-21  1.599071e+00  7.359138e+04 
1 86  9.248857e-13  -2.610912e-01  1.016768e+05 
1 87  1.741329e-17  7.218481e-01  8.493927e+04 
1 88  1.209030e-15  3.919883e-01  9.285895e+04 
1 89  5.767672e-13  -2.833578e-01  9.711180e+04 
1 90  8.887874e-19  9.972210e-01  8.672882e+04 
1 91  3.200448e-15  2.234384e-01  9.475111e+04 
1 92  7.628286e-15  2.047865e-01  9.917002e+04 
1 93  9.038083e-15  3.502808e-02  9.513931e+04 
1 94  6.032347e-13  -1.977666e-01  1.099170e+05 
1 95  3.857260e-11  -7.350617e-01  1.142374e+05 
1 96  3.300525e-09  -1.164559e+00  1.071813e+05 
1 97  1.195405e-15  1.432082e-01  1.044136e+05 
1 98  5.565501e-08  -1.402763e+00  1.238858e+05 
1 99  2.939912e-11  -7.723662e-01  1.172186e+05 
1 100  4.859950e-08  -1.448987e+00  1.287208e+05 
2 3  6.264890e-18  1.055356e+00  5.644817e+03 
2 4  3.366110e-12  -1.448314e-01  1.671077e+04 
2 5  1.528392e-13  2.945144e-01  5.516012e+03 
2 6  6.846874e-17  7.518177e-01  2.117086e+04 
2 7  2.000093e-12  -1.156815e-01  1.866705e+04 
2 8  9.844215e-15  4.537127e-01  1.148506e+04 
2 9  1.958278e-18  1.039677e+00  3.339655e+04 
2 10  1.171391e-12  -7.638263e-02  1.916769e+04 
2 11  1.168455e-22  1.822865e+00  9.211506e+03 
2 12  1.168455e-22  1.822865e+00  9.211506e+03 
2 13  2.083950e-13  7.608580e-02  1.848637e+04 
2 14  3.516018e-18  1.088910e+00  1.544224e+04 
2 15  5.333008e-17  6.201791e-01  1.468747e+04 
2 16  1.876964e-14  2.911208e-01  1.790376e+04 
2 17  7.486795e-20  1.396064e+00  1.696334e+04 
2 18  2.448140e-13  -8.290232e-02  1.929714e+04 
2 19  2.079926e-16  7.028444e-01  1.680824e+04 
2 20  1.231717e-18  1.092836e+00  3.304292e+04 
2 21  9.469052e-14  8.294686e-02  1.911153e+04 
2 22  2.362978e-17  8.739959e-01  2.054452e+04 
2 23  1.069465e-25  2.497132e+00  7.230055e+02 
2 24  1.184946e-14  2.807596e-01  2.053038e+04 
2 25  6.059541e-19  1.171723e+00  2.590192e+04 
2 26  2.331135e-16  5.504053e-01  1.646422e+04 
2 27  1.613672e-16  6.763199e-01  2.114221e+04 
2 28  7.846164e-21  1.546244e+00  3.353971e+04 
2 29  6.442532e-15  3.073071e-01  2.154861e+04 
2 30  2.608400e-19  1.252305e+00  2.273564e+04 
2 31  2.370364e-19  1.143954e+00  1.401832e+04 
2 32  1.475727e-17  8.743601e-01  1.824324e+04 
2 33  3.630580e-18  9.899344e-01  4.187582e+04 
2 34  4.890851e-15  3.119081e-01  2.336708e+04 
2 35  7.808072e-21  1.560901e+00  1.914187e+04 
2 36  6.558763e-18  8.203791e-01  1.913264e+04 
2 37  9.504346e-18  9.115223e-01  2.259251e+04 
2 38  2.666009e-25  2.492953e+00  2.244242e+04 
2 39  1.806475e-15  4.005657e-01  2.569462e+04 
2 40  1.658659e-20  1.478430e+00  2.736895e+04 
2 41  7.302112e-16  4.457040e-01  2.385768e+04 
2 42  1.616305e-19  1.267893e+00  2.243639e+04 
2 43  4.140331e-22  1.705922e+00  1.668310e+04 
2 44  2.185837e-16  5.894380e-01  2.669456e+04 
2 45  1.170994e-25  2.561374e+00  1.956053e+04 
2 46  1.869068e-16  5.974598e-01  2.581941e+04 
2 47  2.043594e-21  1.654840e+00  2.860359e+04 
2 48  1.335618e-16  6.229018e-01  2.558183e+04 
2 49  4.993985e-19  1.143147e+00  2.755855e+04 
2 50  2.068415e-18  9.455941e-01  2.168329e+04 
2 51  1.085429e-19  1.288325e+00  2.238828e+04 
2 52  5.856134e-23  1.912949e+00  1.641481e+04 
2 53  1.802035e-18  1.040045e+00  2.661203e+04 
2 54  1.820047e-23  2.065271e+00  2.816500e+04 
2 55  1.489347e-17  8.219887e-01  2.923009e+04 
2 56  2.179492e-19  1.192044e+00  4.169967e+04 
2 57  5.536189e-17  6.905738e-01  2.821261e+04 
2 58  1.787106e-20  1.444591e+00  3.639385e+04 
2 59  4.619308e-18  9.123181e-01  2.806093e+04 
2 60  9.560535e-23  1.905899e+00  2.481412e+04 
2 61  5.677611e-16  4.690504e-01  3.585822e+04 
2 62  6.869239e-22  1.730655e+00  3.440804e+04 
2 63  6.582952e-18  8.940260e-01  3.147661e+04 
2 64  2.139639e-21  1.603284e+00  3.200295e+04 
2 65  1.539825e-18  1.027021e+00  3.126177e+04 
2 66  6.776257e-25  2.332486e+00  1.948414e+04 
2 67  2.280854e-21  1.613886e+00  2.013603e+04 
2 68  7.201869e-22  1.662258e+00  2.563473e+04 
2 69  1.154152e-19  1.246408e+00  3.310012e+04 
2 70  5.062297e-18  8.350305e-01  3.164801e+04 
2 71  1.076575e-23  2.121274e+00  2.389583e+04 
2 72  3.775571e-17  6.617129e-01  3.281510e+04 
2 73  8.177900e-22  1.692077e+00  2.894444e+04 
2 74  7.173780e-18  8.519241e-01  3.616712e+04 
2 75  3.727118e-19  1.091068e+00  3.772335e+04 
2 76  1.348085e-18  1.007967e+00  4.039208e+04 
2 77  1.109754e-16  5.656719e-01  3.864348e+04 
2 78  3.561306e-18  8.698596e-01  4.093304e+04 
2 79  5.571102e-18  8.228862e-01  4.023378e+04 
2 80  2.156030e-19  1.134663e+00  3.077124e+04 
2 81  1.406992e-18  9.659239e-01  4.069169e+04 
2 82  9.055821e-22  1.613984e+00  2.506753e+04 
2 83  9.982777e-21  1.408888e+00  3.091235e+04 
2 84  1.969035e-22  1.808667e+00  3.244555e+04 
2 85  3.695248e-18  8.590123e-01  4.425962e+04 
2 86  4.372605e-21  1.475005e+00  2.897653e+04 
2 87  1.718431e-21  1.555417e+00  3.048414e+04 
2 88  3.703349e-20  1.212593e+00  2.911130e+04 
2 89  7.331985e-20  1.206565e+00  3.287185e+04 
2 90  2.790200e-21  1.474519e+00  3.349287e+04 
2 91  9.188723e-21  1.403228e+00  3.876618e+04 
2 92  3.252557e-19  1.058383e+00  4.220838e+04 
2 93  2.614322e-19  1.066961e+00  3.994752e+04 
2 94  8.134890e-18  6.831059e-01  4.500186e+04 
2 95  3.519926e-17  6.236147e-01  4.892758e+04 
2 96  6.161626e-20  1.147782e+00  4.187631e+04 
2 97  8.493822e-20  1.048630e+00  3.924421e+04 
2 98  6.322522e-19  8.454521e-01  4.139358e+04 
2 99  3.077539e-17  3.881299e-01  4.490712e+04 
2 100  2.344831e-25  2.203292e+00  5.215744e+04 
3 4  4.067091e-14  -2.999584e-02  1.426858e+04 
3 5  7.337329e-15  3.753338e-01  6.789385e+03 
3 6  8.277090e-14  3.327202e-01  2.262920e+02 
3 7  1.299993e-13  -9.575724e-02  1.384062e+04 
3 8  1.256106e-13  1.093658e-01  9.313662e+03 
3 9  3.731069e-14  3.205319e-01  1.543476e+03 
3 10  4.286426e-13  -1.504119e-01  1.423721e+04 
3 11  7.691973e-14  1.441052e-01  9.323123e+03 
3 12  1.034247e-14  3.703701e-01  1.669989e+03 
3 13  1.423703e-12  -2.318999e-01  1.465281e+04 
3 14  1.778637e-15  4.990822e-01  5.921557e+03 
3 15  2.171299e-16  6.774222e-01  1.694142e+03 
3 16  4.881678e-13  -9.602286e-02  1.331321e+04 
3 17  2.161291e-15  4.542738e-01  7.503130e+03 
3 18  1.781288e-15  4.142702e-01  8.058592e+03 
3 19  2.374495e-13  -1.005606e-02  1.242995e+04 
3 20  3.818710e-16  6.160581e-01  8.743725e+03 
3 21  7.546294e-13  -1.608001e-01  1.533079e+04 
3 22  1.622279e-14  2.535272e-01  1.019297e+04 
3 23  4.546960e-17  8.030788e-01  1.008818e+04 
3 24  1.539995e-13  1.637306e-02  1.183363e+04 
3 25  9.419696e-16  5.163282e-01  9.329805e+03 
3 26  5.444774e-14  7.099555e-02  1.518296e+04 
3 27  6.201965e-14  1.137738e-01  9.882499e+03 
3 28  4.846602e-17  7.739801e-01  7.504555e+03 
3 29  1.351966e-13  1.745402e-02  1.252021e+04 
3 30  2.366467e-15  4.174170e-01  7.183290e+03 
3 31  2.387530e-15  3.875098e-01  1.473267e+04 
3 32  5.124901e-14  1.262821e-01  8.918916e+03 
3 33  2.027178e-16  6.336949e-01  7.342870e+03 
3 34  1.332108e-13  9.851127e-03  1.222548e+04 
3 35  1.586439e-15  4.448062e-01  5.816733e+03 
3 36  2.307171e-15  3.599660e-01  1.041224e+04 
3 37  1.294011e-14  2.530786e-01  7.793622e+03 
3 38  3.019027e-16  5.777437e-01  6.946209e+03 
3 39  1.074427e-13  3.599008e-02  1.044780e+04 
3 40  8.709687e-16  4.856362e-01  5.429800e+03 
3 41  8.878174e-14  2.879430e-02  1.360505e+04 
3 42  1.339669e-14  2.405772e-01  6.918898e+03 
3 43  7.115034e-17  6.871550e-01  4.897749e+03 
3 44  1.248608e-14  2.459545e-01  7.078597e+03 
3 45  2.662184e-16  5.807071e-01  5.216383e+03 
3 46  1.024819e-13  2.999631e-02  9.718662e+03 
3 47  4.861832e-16  5.273444e-01  3.797612e+03 
3 48  1.302053e-13  -2.525975e-03  1.188394e+04 
3 49  1.251365e-15  4.453193e-01  4.883155e+03 
3 50  1.109814e-14  2.233360e-01  1.239924e+04 
3 51  5.210535e-15  3.165564e-01  5.829277e+03 
3 52  5.522958e-17  7.031875e-01  3.802655e+03 
3 53  1.456474e-14  2.191456e-01  7.109580e+03 
3 54  2.176710e-17  7.983687e-01  1.987186e+03 
3 55  2.740702e-14  1.508426e-01  7.134282e+03 
3 56  7.549367e-17  6.785854e-01  2.065763e+03 
3 57  3.097850e-14  1.383272e-01  7.826664e+03 
3 58  2.582805e-16  5.599284e-01  1.706132e+03 
3 59  3.659724e-14  1.149340e-01  7.996888e+03 
3 60  1.736893e-16  5.942575e-01  1.581092e+03 
3 61  3.104532e-14  1.252804e-01  8.557151e+03 
3 62  4.906184e-16  4.963518e-01  3.582111e+03 
3 63  2.675487e-14  1.356240e-01  7.130442e+03 
3 64  1.273944e-16  6.208121e-01  1.940967e+03 
3 65  2.441688e-14  1.317457e-01  6.272909e+03 
3 66  2.486040e-17  7.509963e-01  1.370354e+02 
3 67  3.554308e-14  9.416725e-02  6.590808e+03 
3 68  1.486883e-16  5.861748e-01  3.398352e+03 
3 69  7.450092e-15  2.277857e-01  4.228825e+03 
3 70  2.795167e-14  9.080010e-02  8.193625e+03 
3 71  7.971619e-16  4.325675e-01  1.920610e+03 
3 72  9.567399e-14  -2.593624e-02  7.557867e+03 
3 73  1.942138e-15  3.490045e-01  5.596962e+03 
3 74  7.311042e-15  2.232101e-01  6.209661e+03 
3 75  3.026808e-16  4.982807e-01  3.012095e+03 
