  35
  0.100000E+01  0.287990E+00
  0.100000E+01  0.575980E+00
  0.100000E+01  0.863970E+00
  0.100000E+01  0.115196E+01
  0.100000E+01  0.143995E+01
  0.100000E+01  0.172794E+01
  0.100000E+01  0.201593E+01
  0.100000E+01  0.230392E+01
  0.100000E+01  0.259191E+01
  0.100000E+01  0.287990E+01
  0.100000E+01  0.316789E+01
  0.100000E+01  0.345588E+01
  0.100000E+01  0.374387E+01
  0.100000E+01  0.403186E+01
  0.100000E+01  0.431985E+01
  0.100000E+01  0.460784E+01
  0.100000E+01  0.489583E+01
  0.100000E+01  0.518382E+01
  0.100000E+01  0.547181E+01
  0.100000E+01  0.575980E+01
  0.100000E+01  0.604779E+01
  0.100000E+01  0.633578E+01
  0.100000E+01  0.662377E+01
  0.100000E+01  0.691176E+01
  0.100000E+01  0.719975E+01
  0.100000E+01  0.748774E+01
  0.100000E+01  0.777573E+01
  0.100000E+01  0.806372E+01
  0.100000E+01  0.835171E+01
  0.100000E+01  0.863970E+01
  0.100000E+01  0.892769E+01
  0.100000E+01  0.921568E+01
  0.100000E+01  0.950367E+01
  0.100000E+01  0.979166E+01
  0.100000E+01  0.100797E+02
