   0.780000E+04  0.562641E-02  0.262037E+00  0.630474E+00  0.961514E-01  0.404089E-05  0.810040E-04  0.534554E-02  0.280871E-03
   0.800000E+04  0.738408E-02  0.279188E+00  0.638917E+00  0.670565E-01  0.235069E-05  0.678086E-04  0.700071E-02  0.383374E-03
   0.820000E+04  0.947361E-02  0.290325E+00  0.644299E+00  0.463707E-01  0.136317E-05  0.567549E-04  0.895468E-02  0.518930E-03
   0.840000E+04  0.119328E-01  0.296791E+00  0.647280E+00  0.320150E-01  0.793814E-06  0.475727E-04  0.112371E-01  0.695679E-03
   0.860000E+04  0.148027E-01  0.299752E+00  0.648432E+00  0.221702E-01  0.466473E-06  0.399842E-04  0.138795E-01  0.923190E-03
   0.880000E+04  0.181255E-01  0.300095E+00  0.648178E+00  0.154419E-01  0.277406E-06  0.337236E-04  0.169128E-01  0.121263E-02
   0.900000E+04  0.219427E-01  0.298440E+00  0.646812E+00  0.108340E-01  0.167181E-06  0.285537E-04  0.203657E-01  0.157695E-02
   0.920000E+04  0.262939E-01  0.295206E+00  0.644521E+00  0.766095E-02  0.102142E-06  0.242725E-04  0.242629E-01  0.203104E-02
   0.940000E+04  0.312153E-01  0.290671E+00  0.641417E+00  0.546009E-02  0.632488E-07  0.207130E-04  0.286234E-01  0.259191E-02
   0.960000E+04  0.367385E-01  0.285019E+00  0.637565E+00  0.392103E-02  0.396681E-07  0.177397E-04  0.334595E-01  0.327891E-02
   0.980000E+04  0.428889E-01  0.278376E+00  0.632995E+00  0.283565E-02  0.251759E-07  0.152439E-04  0.387751E-01  0.411386E-02
   0.100000E+05  0.496856E-01  0.270835E+00  0.627716E+00  0.206384E-02  0.161525E-07  0.131382E-04  0.445643E-01  0.512128E-02
   0.105000E+05  0.695556E-01  0.248540E+00  0.611385E+00  0.954619E-03  0.554513E-08  0.915600E-05  0.609744E-01  0.858116E-02
   0.110000E+05  0.934424E-01  0.222251E+00  0.590405E+00  0.452419E-03  0.198994E-08  0.644615E-05  0.796347E-01  0.138077E-01
   0.115000E+05  0.120940E+00  0.193359E+00  0.564538E+00  0.217461E-03  0.735027E-09  0.455684E-05  0.995167E-01  0.214235E-01
   0.120000E+05  0.151376E+00  0.163556E+00  0.533584E+00  0.105119E-03  0.275692E-09  0.321408E-05  0.119250E+00  0.321263E-01
   0.125000E+05  0.183948E+00  0.134620E+00  0.497431E+00  0.507753E-04  0.103802E-09  0.224661E-05  0.137364E+00  0.465842E-01
   0.130000E+05  0.217859E+00  0.108089E+00  0.456167E+00  0.243973E-04  0.388558E-10  0.154476E-05  0.152609E+00  0.652506E-01
   0.135000E+05  0.252360E+00  0.849797E-01  0.410287E+00  0.116279E-04  0.143450E-10  0.103683E-05  0.164226E+00  0.881342E-01
   0.140000E+05  0.286686E+00  0.657072E-01  0.360915E+00  0.548828E-05  0.519050E-11  0.674476E-06  0.172061E+00  0.114625E+00
   0.145000E+05  0.319976E+00  0.501854E-01  0.309860E+00  0.256416E-05  0.183309E-11  0.422907E-06  0.176488E+00  0.143488E+00
   0.150000E+05  0.351280E+00  0.380192E-01  0.259418E+00  0.118689E-05  0.631003E-12  0.254860E-06  0.178220E+00  0.173061E+00
   0.155000E+05  0.379688E+00  0.286784E-01  0.211946E+00  0.545616E-06  0.212136E-12  0.147683E-06  0.178092E+00  0.201596E+00
   0.160000E+05  0.404502E+00  0.216156E-01  0.169380E+00  0.250106E-06  0.700264E-13  0.826033E-07  0.176883E+00  0.227619E+00
   0.165000E+05  0.425383E+00  0.163306E-01  0.132903E+00  0.114913E-06  0.228809E-13  0.448957E-07  0.175208E+00  0.250175E+00
   0.170000E+05  0.442372E+00  0.123984E-01  0.102858E+00  0.532203E-07  0.747097E-14  0.239134E-07  0.173478E+00  0.268894E+00
   0.175000E+05  0.455813E+00  0.947718E-02  0.788967E-01  0.249782E-07  0.246098E-14  0.125954E-07  0.171918E+00  0.283895E+00
   0.180000E+05  0.466225E+00  0.730265E-02  0.602467E-01  0.119332E-07  0.824731E-15  0.661530E-08  0.170622E+00  0.295603E+00
   0.185000E+05  0.474176E+00  0.567625E-02  0.459720E-01  0.582237E-08  0.283056E-15  0.348905E-08  0.169598E+00  0.304578E+00
   0.190000E+05  0.480196E+00  0.445179E-02  0.351569E-01  0.290757E-08  0.999632E-16  0.185794E-08  0.168816E+00  0.311380E+00
   0.195000E+05  0.484737E+00  0.352281E-02  0.270028E-01  0.148783E-08  0.364345E-16  0.100277E-08  0.168231E+00  0.316506E+00
   0.200000E+05  0.488164E+00  0.281213E-02  0.208601E-01  0.780433E-09  0.137271E-16  0.549943E-09  0.167800E+00  0.320364E+00
