   0.300000E+03  0.440090E-01
   0.400000E+03  0.440090E-01
   0.500000E+03  0.440090E-01
   0.600000E+03  0.440090E-01
   0.700000E+03  0.440090E-01
   0.800000E+03  0.440090E-01
   0.900000E+03  0.440090E-01
   0.100000E+04  0.440090E-01
   0.110000E+04  0.440090E-01
   0.120000E+04  0.440088E-01
   0.130000E+04  0.440082E-01
   0.140000E+04  0.440063E-01
   0.150000E+04  0.440012E-01
   0.160000E+04  0.439891E-01
   0.170000E+04  0.439637E-01
   0.180000E+04  0.439150E-01
   0.190000E+04  0.438288E-01
   0.200000E+04  0.436865E-01
   0.210000E+04  0.434651E-01
   0.220000E+04  0.431390E-01
   0.230000E+04  0.426820E-01
   0.240000E+04  0.420708E-01
   0.250000E+04  0.412894E-01
   0.260000E+04  0.403333E-01
   0.270000E+04  0.392120E-01
   0.280000E+04  0.379497E-01
   0.290000E+04  0.365828E-01
   0.300000E+04  0.351542E-01
   0.310000E+04  0.337073E-01
   0.320000E+04  0.322797E-01
   0.330000E+04  0.309012E-01
   0.340000E+04  0.295937E-01
   0.350000E+04  0.283740E-01
   0.360000E+04  0.272566E-01
   0.370000E+04  0.262550E-01
   0.380000E+04  0.253801E-01
   0.390000E+04  0.246382E-01
   0.400000E+04  0.240284E-01
   0.410000E+04  0.235417E-01
   0.420000E+04  0.231633E-01
   0.430000E+04  0.228750E-01
   0.440000E+04  0.226585E-01
   0.450000E+04  0.224972E-01
   0.460000E+04  0.223775E-01
   0.470000E+04  0.222885E-01
   0.480000E+04  0.222221E-01
   0.490000E+04  0.221722E-01
   0.500000E+04  0.221340E-01
   0.510000E+04  0.221042E-01
   0.520000E+04  0.220801E-01
   0.530000E+04  0.220593E-01
   0.540000E+04  0.220400E-01
   0.550000E+04  0.220201E-01
   0.560000E+04  0.219974E-01
   0.570000E+04  0.219693E-01
   0.580000E+04  0.219327E-01
   0.590000E+04  0.218839E-01
   0.600000E+04  0.218180E-01
   0.620000E+04  0.216127E-01
   0.640000E+04  0.212668E-01
   0.660000E+04  0.207368E-01
   0.680000E+04  0.200142E-01
   0.700000E+04  0.191451E-01
   0.720000E+04  0.182223E-01
   0.740000E+04  0.173483E-01
   0.760000E+04  0.165974E-01
   0.780000E+04  0.159992E-01
   0.800000E+04  0.155464E-01
   0.820000E+04  0.152121E-01
   0.840000E+04  0.149652E-01
   0.860000E+04  0.147786E-01
   0.880000E+04  0.146311E-01
   0.900000E+04  0.145074E-01
   0.920000E+04  0.143969E-01
   0.940000E+04  0.142924E-01
   0.960000E+04  0.141888E-01
   0.980000E+04  0.140826E-01
   0.100000E+05  0.139715E-01
   0.105000E+05  0.136637E-01
   0.110000E+05  0.133059E-01
   0.115000E+05  0.128990E-01
   0.120000E+05  0.124508E-01
   0.125000E+05  0.119722E-01
   0.130000E+05  0.114743E-01
   0.135000E+05  0.109680E-01
   0.140000E+05  0.104644E-01
   0.145000E+05  0.997596E-02
   0.150000E+05  0.951669E-02
   0.155000E+05  0.909995E-02
   0.160000E+05  0.873592E-02
   0.165000E+05  0.842959E-02
   0.170000E+05  0.818037E-02
   0.175000E+05  0.798319E-02
   0.180000E+05  0.783044E-02
   0.185000E+05  0.771381E-02
   0.190000E+05  0.762550E-02
   0.195000E+05  0.755887E-02
   0.200000E+05  0.750860E-02

