  0.300000E+03  0.244630E+26  0.178775E+01  0.440098E-01 -0.871869E+07  0.141693E+06  0.706213E-16  0.566772E+05  0.160432E+05 -0.893310E+07  0.486098E+04  0.354634E+04  0.396422E-03  0.124510E+04  0.695413E+02  0.517281E-02  0.845047E+03  0.847547E+03  0.128685E+01  0.128804E+01  0.270065E+03  0.270191E+03  0.150684E-04  0.106755E-01  0.114408E-73  0.297464E-21  0.375814E-02  0.370617E-02  0.746431E-02  0.135771E-01  0.195549E-17  0.145624E-28  0.195549E-17  0.321984E-01  0.436423E-68  0.113992E-02 -0.226320E-45  0.152847E-73  0.692960E-44  0.215623E-12  0.479249E-07  0.999998E+00  0.152396E-05  0.110544E-25  0.305902E-06  0.353952E-16  0.428474E-39  0.123477E-21  0.478615E-16  0.156885E-08  0.173856E-14  0.339204E-31  0.102960E-11
  0.400000E+03  0.183472E+26  0.134082E+01  0.440098E-01 -0.862925E+07  0.188924E+06  0.936782E-12  0.755697E+05  0.393681E+05 -0.893311E+07  0.511766E+04  0.368221E+04  0.345778E-03  0.129945E+04  0.135998E+03  0.464610E-02  0.940461E+03  0.941151E+03  0.125115E+01  0.125143E+01  0.307489E+03  0.307524E+03  0.196747E-04  0.139388E-01  0.419612E-73  0.267330E-17  0.488370E-02  0.723584E-02  0.121195E-01  0.276148E-02  0.243014E-17  0.203612E-28  0.243014E-17  0.289502E-01  0.121678E-67  0.383821E-03 -0.615202E-45  0.415481E-73  0.692960E-44  0.215623E-12  0.479249E-07  0.999998E+00  0.152396E-05  0.406668E-26  0.112535E-06  0.119179E-16  0.885208E-40  0.255640E-22  0.988460E-17  0.323974E-09  0.358997E-15  0.113947E-31  0.346676E-12
  0.500000E+03  0.146778E+26  0.107265E+01  0.440098E-01 -0.853143E+07  0.236155E+06  0.278780E-09  0.944621E+05  0.710697E+05 -0.893311E+07  0.533564E+04  0.378761E+04  0.327148E-03  0.134160E+04  0.206427E+03  0.443889E-02  0.101580E+04  0.101600E+04  0.122842E+01  0.122851E+01  0.340646E+03  0.340658E+03  0.238919E-04  0.169266E-01  0.148850E-72  0.588764E-15  0.591608E-02  0.111093E-01  0.170254E-01  0.703493E-03  0.285182E-17  0.267909E-28  0.285182E-17  0.346939E-01  0.346402E-67  0.131971E-03 -0.167229E-44  0.112940E-72  0.692960E-44  0.215623E-12  0.479249E-07  0.999998E+00  0.152396E-05  0.149605E-26  0.413994E-07  0.409777E-17  0.229165E-40  0.663030E-23  0.255822E-17  0.838401E-10  0.928933E-16  0.389915E-32  0.119199E-12
  0.600000E+03  0.122315E+26  0.893877E+00  0.440098E-01 -0.842685E+07  0.283386E+06  0.124263E-07  0.113354E+06  0.109524E+06 -0.893311E+07  0.552614E+04  0.387372E+04  0.320294E-03  0.137605E+04  0.276369E+03  0.435772E-02  0.107681E+04  0.107687E+04  0.121277E+01  0.121280E+01  0.370773E+03  0.370778E+03  0.277916E-04  0.196894E-01  0.512103E-72  0.205216E-13  0.687319E-02  0.151211E-01  0.219943E-01  0.199162E-03 -0.103426E-16  0.339825E-28 -0.103426E-16  0.418949E-01  0.993976E-67  0.459736E-04 -0.454576E-44  0.307001E-72  0.692960E-44  0.215623E-12  0.479249E-07  0.999998E+00  0.152396E-05  0.550365E-27  0.152300E-07  0.142751E-17  0.659566E-41  0.191133E-23  0.736111E-18  0.241226E-10  0.267233E-16  0.135198E-32  0.415245E-13
  0.700000E+03  0.104841E+26  0.766180E+00  0.440098E-01 -0.831674E+07  0.330617E+06  0.187182E-06  0.132247E+06  0.153512E+06 -0.893311E+07  0.569578E+04  0.394652E+04  0.317773E-03  0.140517E+04  0.344078E+03  0.432604E-02  0.112701E+04  0.112703E+04  0.120139E+01  0.120140E+01  0.398597E+03  0.398600E+03  0.314294E-04  0.222667E-01  0.171620E-71  0.251037E-12  0.776847E-02  0.191533E-01  0.269218E-01  0.598198E-04  0.358988E-17  0.419226E-28  0.358988E-17  0.492522E-01  0.285592E-66  0.161594E-04 -0.123567E-43  0.834516E-72  0.692960E-44  0.215623E-12  0.479249E-07  0.999998E+00  0.152396E-05  0.202468E-27  0.560280E-08  0.501758E-18  0.201487E-41  0.584736E-24  0.224818E-18  0.736709E-11  0.816050E-17  0.473211E-33  0.145956E-13
  0.800000E+03  0.917362E+25  0.670408E+00  0.440098E-01 -0.820205E+07  0.377848E+06  0.143127E-05  0.151139E+06  0.202079E+06 -0.893311E+07  0.584886E+04  0.400959E+04  0.316847E-03  0.143040E+04  0.408868E+03  0.431372E-02  0.116856E+04  0.116857E+04  0.119285E+01  0.119286E+01  0.424602E+03  0.424603E+03  0.348479E-04  0.246885E-01  0.562550E-71  0.160255E-11  0.861209E-02  0.231266E-01  0.317387E-01  0.186487E-04  0.392141E-17  0.505627E-28  0.392141E-17  0.564472E-01  0.819181E-66  0.571695E-05 -0.335889E-43  0.226845E-71  0.692960E-44  0.215623E-12  0.479249E-07  0.999998E+00  0.152396E-05  0.744839E-28  0.206115E-08  0.177515E-18  0.639144E-42  0.185732E-24  0.713006E-19  0.233639E-11  0.258775E-17  0.166781E-33  0.516369E-14
  0.900000E+03  0.815432E+25  0.595918E+00  0.440098E-01 -0.808356E+07  0.425079E+06  0.696448E-05  0.170032E+06  0.254442E+06 -0.893311E+07  0.598838E+04  0.406522E+04  0.316512E-03  0.145265E+04  0.470503E+03  0.430894E-02  0.120301E+04  0.120301E+04  0.118630E+01  0.118630E+01  0.449120E+03  0.449120E+03  0.380799E-04  0.269783E-01  0.180981E-70  0.664948E-11  0.941186E-02  0.269902E-01  0.364020E-01  0.596294E-05  0.423424E-17  0.598459E-28  0.423424E-17  0.633867E-01  0.234266E-65  0.203257E-05 -0.913041E-43  0.616629E-71  0.692960E-44  0.215623E-12  0.479249E-07  0.999998E+00  0.152396E-05  0.274011E-28  0.758256E-09  0.631123E-19  0.208044E-42  0.605339E-25  0.232035E-19  0.760348E-12  0.842123E-18  0.590926E-34  0.183586E-14
  0.100000E+04  0.733889E+25  0.536326E+00  0.440098E-01 -0.796192E+07  0.472310E+06  0.246993E-04  0.188924E+06  0.309958E+06 -0.893311E+07  0.611651E+04  0.411499E+04  0.316332E-03  0.147256E+04  0.528968E+03  0.430593E-02  0.123162E+04  0.123161E+04  0.118119E+01  0.118119E+01  0.472393E+03  0.472393E+03  0.411515E-04  0.291544E-01  0.343119E-65  0.204490E-10  0.101739E-01  0.307159E-01  0.408898E-01  0.844753E-06 -0.601986E-08  0.104796E-27 -0.601986E-08  0.700451E-01  0.399732E-60  0.121161E-10 -0.114425E-35  0.100359E-65  0.692960E-44  0.215623E-12  0.479249E-07  0.999998E+00  0.152396E-05  0.168358E-33  0.465889E-14  0.565528E-24 -0.158992E-43 -0.316368E-18 -0.838486E-13  0.131633E-12 -0.477778E-13  0.497153E-39  0.164506E-19
  0.110000E+04  0.667172E+25  0.487569E+00  0.440098E-01 -0.783765E+07  0.519542E+06  0.896352E-04  0.207817E+06  0.368098E+06 -0.893311E+07  0.623494E+04  0.416000E+04  0.407447E-03  0.149056E+04  0.584363E+03  0.784696E-02  0.125560E+04  0.125543E+04  0.117714E+01  0.117712E+01  0.494601E+03  0.494596E+03  0.440837E-04  0.312318E-01  0.462343E-54  0.652350E-10  0.109032E-01  0.342921E-01  0.451952E-01  0.124113E-04 -0.970504E-07  0.120424E-27 -0.970504E-07  0.764393E-01  0.489661E-49  0.395559E-14 -0.116870E-24  0.117682E-54  0.104931E-38  0.385279E-11  0.925302E-06  0.999997E+00  0.196265E-05  0.398507E-34  0.156288E-17  0.184630E-27 -0.243545E-42 -0.559394E-17 -0.123425E-11  0.193697E-11 -0.702716E-12  0.116180E-39  0.537066E-23
  0.120000E+04  0.611574E+25  0.446937E+00  0.440096E-01 -0.771116E+07  0.566775E+06  0.563957E-03  0.226710E+06  0.428426E+06 -0.893307E+07  0.634499E+04  0.420111E+04  0.108118E-02  0.150700E+04  0.636841E+03  0.308940E-01  0.127624E+04  0.127534E+04  0.117390E+01  0.117379E+01  0.515882E+03  0.515858E+03  0.468933E-04  0.332225E-01  0.677023E-45  0.364914E-09  0.116036E-01  0.377176E-01  0.493212E-01  0.707997E-04 -0.602796E-06  0.141295E-27 -0.602796E-06  0.826138E-01  0.657273E-40  0.956659E-17 -0.372038E-15  0.151735E-45  0.101352E-34  0.625963E-10  0.741302E-05  0.999987E+00  0.520647E-05  0.739940E-35  0.387400E-20  0.461316E-30 -0.638519E-40 -0.941778E-16 -0.705413E-11  0.110673E-10 -0.401309E-11  0.221025E-40  0.134191E-25
